UID,human_author_probability,,reason
SYNTH-0085,85,1,"This comment reads as highly human-authored. Key indicators: (1) The opening anecdote is specific and personal — named hospital, named city, specific date, specific clinical detail (medication interaction, cardiologist seeing ~30 patients, 4-day ICU stay) — with the kind of emotional restraint ('She's fine now, but that's not really the point') that feels authentically human rather than performatively empathetic. (2) The GPS/map-reading analogy is colloquial and self-deprecating in a way that feels organic rather than constructed. (3) The self-identification as a 'retired nurse' with '31 years' experience grounds the comment in a specific professional identity and is used to explain a limitation ('I can't tell you which specific rules need to change'), which is a humble, human move. (4) The comment acknowledges uncertainty genuinely ('I don't know exactly how to quantify that risk') rather than hedging in the formulaic AI way. (5) The structure is somewhat meandering — it moves from personal anecdote to policy critique to workforce concern to a GPS digression to a specific ask — which is more characteristic of a thoughtful human writer than AI's typically more organized output. (6) The skill atrophy argument is a somewhat idiosyncratic concern that isn't commonly foregrounded in AI-generated policy comments. (7) There are minor stylistic inconsistencies and informal constructions ('something like 30 patients,' 'here's what I keep coming back to') that feel natural. Some polish in the prose could hint at light editing or a careful writer, but overall the voice, specificity, and argumentative texture strongly suggest human authorship."
SYNTH-0086,72,1,"The comment has several strong markers of human authorship: a specific personal anecdote with concrete details (St. Luke's in Kansas City, February 2023, eleven days, three software dashboards), a nurse's quiet aside about alarm fatigue, references to specific conversations with patient advocates, and an abrupt, unfinished final sentence that strongly suggests a real person who ran out of space or was cut off mid-thought. The tone is emotionally grounded and the argument builds from personal experience outward to policy critique in a way that feels authentic. The writer explicitly disclaims expertise ('I'm not a technologist') and expresses genuine uncertainty about the right pace, which is a human-like epistemic humility. However, there are some features that give slight pause: the prose is unusually well-organized and rhetorically polished for a public comment, with clear paragraph-level topic sentences and a logical progression from personal anecdote to systemic critique. The JAMA citation is specific but not fully cited (no volume/page), which could go either way. The workforce paragraph has a slightly formulaic quality ('many of them women, many of them in communities...'). Overall, the unfinished sentence at the end is the strongest single indicator of human authorship — an AI would almost certainly complete its thought — and the personal narrative details are specific enough to be credible."
SYNTH-0087,52,1,"This comment has several features that could indicate AI generation, but also strong human-like elements that create genuine ambiguity. On the AI side: 1. The opening personal anecdote transitions almost too smoothly into a policy argument — the narrative arc from 'my mother nearly died' to 'the framing of the RFI concerns me' is very polished and structured. 2. The comment is exceptionally well-organized, moving through safety, liability, philosophical concerns, reimbursement, and regulatory gaps in a logical sequence that feels more like an outline-driven essay than a spontaneous public comment. 3. The phrase 'I find hard to articulate without sounding sentimental, but I'll try' is a rhetorical hedge that AI often uses to simulate self-awareness and authenticity. 4. The paragraph on liability ('who is responsible? The doctor... The hospital... The vendor?') uses a tricolon structure typical of AI writing. 5. The conclusion with a specific, actionable ask ('commission some independent safety evaluations') is very clean and policy-memo-like. 6. The vocabulary and sentence construction are consistently sophisticated throughout, with no register shifts or rough patches typical of human writing. On the human side: 1. The personal anecdote about the mother is specific (Tucson, February 2024, pulmonary embolism, 'low acuity' flag) and emotionally grounded. 2. The comment acknowledges uncertainty ('I'm not a clinician,' 'I'm not sure I believe that') in ways that feel genuine rather than performative. 3. The critique of the RFI's framing is a substantive, original observation. 4. The concern about small rural hospitals shows contextual awareness. The balance of evidence suggests this could be a highly educated human writer, possibly with policy background, or a well-prompted AI."
SYNTH-0088,82,1,"The comment reads as largely human-written. Several features support this: (1) The opening anecdote about the mother and nurse Denise is specific, emotionally grounded, and personal in a way that feels authentic rather than illustrative. (2) The writer explicitly acknowledges their own limitations ('I recognize I'm not a policy expert') and expresses genuine uncertainty ('I am genuinely uncertain about some of this'), which is a hallmark of authentic human voice rather than AI's tendency toward confident balanced framing. (3) The comment ends abruptly mid-sentence ('which in my experience is how'), suggesting it was cut off or submitted accidentally incomplete — a very human error that AI would not make. (4) The prose has some unevenness and colloquial transitions ('sort of moved past,' 'That's just accelerating adoption for its own sake') that feel natural. (5) The reference to ProPublica's COMPAS reporting is specific and accurate, consistent with a knowledgeable human reader. (6) The argument structure, while organized, is not perfectly balanced or formulaic — it meanders somewhat in a human way. The incomplete ending is the strongest single indicator of human authorship."
SYNTH-0089,82,1,"The comment reads as genuinely human-authored for several reasons: (1) It opens with a specific, emotionally grounded personal anecdote about the author's mother at a named hospital (Jefferson University Hospital, Philadelphia, October 2023) with concrete details like the nurse's 22 years of experience — this level of specificity and emotional investment is characteristic of human writing. (2) The author explicitly acknowledges their own professional limitations ('I work in healthcare administration, not clinical care, so I'm not going to pretend I understand all the technical dimensions here'), which is a self-deprecating hedge typical of human writers. (3) The prose has natural irregularities and informal constructions ('Okay. But those were real people...', 'maybe that's different, I'm genuinely less certain about those applications') that feel authentically conversational rather than polished. (4) The argument meanders somewhat naturally — touching on workforce concerns, bias, liability, and administrative burden without a perfectly structured outline. (5) The rhetorical move of 'I think you're asking the wrong question' is direct and somewhat blunt in a human way. Some features that could hint at AI include the fairly comprehensive coverage of multiple policy angles and the clean paragraph structure, but these are consistent with a thoughtful, educated professional writing a formal comment. The overall voice, the personal story, and the occasional hedging and uncertainty feel authentically human."
SYNTH-0090,72,1,"The comment has several strong markers of human authorship: a specific, emotionally grounded personal anecdote with named details (Dr. Anand, Emory University Hospital, January 2023, 6am Saturday), a clear personal stake that drives the argument, and a focused policy critique that doesn't try to cover all bases. The writing has a natural argumentative rhythm that feels like someone who has thought carefully about this issue. The citation of the 2021 Nature Medicine study is specific and accurate-sounding, which could go either way. However, there are some features that give slight pause: the rhetorical structure is quite polished and balanced (personal story → general concern → specific technical critique → accountability question → framing critique → concrete ask), the transitions between sections are smooth in a way that could suggest AI assistance, and the closing callback to the opening anecdote ('My mother did not consent to being diagnosed by a machine') is a very clean narrative arc. The phrase 'that word is doing a lot of work' is a somewhat common intellectual-writing trope. Overall, the specificity of the personal narrative, the genuine emotional register, and the focused (rather than comprehensive) policy argument suggest human authorship, possibly with light editing or drafting assistance."
SYNTH-0091,85,1,"The comment reads as genuinely human-authored for several reasons: (1) It opens with a specific, emotionally grounded personal anecdote with concrete details (Mercy General, Sacramento, February 2023, pulmonary embolism) that feel authentic rather than illustrative; (2) The author explicitly acknowledges their own uncertainty and limitations ('I'm not a clinician,' 'I'm genuinely uncertain what the right pace is'), which is a hallmark of honest human self-reflection rather than AI-generated false modesty; (3) The prose has an uneven, conversational rhythm with run-on constructions and mid-sentence pivots that feel organic; (4) The policy argument is somewhat meandering and doesn't follow a perfectly structured arc — it circles back and adds qualifications in a way that feels like genuine thinking-through rather than structured AI output; (5) The closing line ('But ""faster"" as a default answer worries me') is understated and personal rather than rhetorically polished; (6) The author admits they can't find enforceable transparency requirements 'in any form yet that I can find' — a hedged, first-person epistemic qualifier typical of human writing. Some features could hint at AI (the organized paragraph structure, the policy fluency), but the personal narrative anchor, the self-doubt, and the slightly rough rhetorical edges strongly suggest a real person with healthcare policy experience."
SYNTH-0092,72,1,"The comment has several strong markers of human authorship: a specific, emotionally grounded personal anecdote (mother's hospitalization at a named hospital in a named city with a specific date), a concrete family member detail (sister-in-law as medical coder with 17 years experience), and a cynical, somewhat resigned closing paragraph that feels authentically human in its frustration. The voice is consistent and the policy critique flows naturally from personal experience rather than being artificially structured. However, there are some features that give slight pause: the comment is unusually well-organized for a personal submission, moving cleanly from anecdote to accountability to bias to workforce implications in a way that feels slightly too structured. The Stanford 2021 kidney function algorithm reference is specific and accurate, which could go either way. The rhetorical device of 'Not a data point. Not a flag in a system. A human being who looked at another human being and knew.' has a slightly polished, literary quality. The em dash usage is present but not excessive. The phrase 'liability black hole that everyone is pretending doesn't exist' feels authentically colloquial. Overall, the personal specificity, the emotional authenticity, the slightly cynical and non-triumphant ending, and the concrete family details outweigh the structural polish, suggesting this is more likely human-written, possibly by someone with writing experience or who took considerable care composing this comment."
SYNTH-0093,85,1,"The comment reads as genuinely human-authored for several reasons: (1) It opens with a specific, emotionally grounded personal anecdote with concrete details (St. Luke's Medical Center, Milwaukee, February 2023, pulmonary embolism, CT angiogram) that feel authentic rather than illustrative. (2) The writer explicitly pre-empts a potential misreading of their anecdote ('I'm not telling that story to be dramatic'), which is a natural self-aware rhetorical move. (3) The argument has an organic, somewhat uneven structure — it meanders through reimbursement incentives, bias, accountability, and surveillance — rather than the perfectly balanced, symmetrical structure typical of AI. (4) The writer cites a specific real study (Obermeyer 2019 in Science) with accurate details and draws a pointed, somewhat frustrated conclusion ('That was five years ago. I have not seen convincing evidence that the industry has solved this problem'). (5) The tone is consistently skeptical and slightly adversarial toward HHS without being perfectly balanced — a human rhetorical stance. (6) The closing paragraph acknowledges jurisdictional uncertainty in a tentative, realistic way ('I don't know if HHS is in a position to require...') that feels like genuine epistemic humility rather than performed balance. (7) The HITECH analogy is apt but not perfectly polished. Some features could hint at AI — the comment is well-organized and articulate — but the specificity, emotional grounding, and slightly uneven argumentative flow strongly suggest human authorship."
SYNTH-0094,85,1,"The comment reads as genuinely human-authored for several reasons: (1) It opens with a specific, emotionally grounded personal anecdote about the author's mother at a named hospital in a named city with a specific date and clinical detail ('pulmonary embolism,' nurse noticing she looked 'off') — this level of concrete personal narrative is characteristic of human writing. (2) The author identifies their professional role ('I work in patient advocacy') in a casual, mid-comment way rather than as a formal credential introduction. (3) The prose has natural unevenness — some sentences are long and winding, others are short and punchy ('I don't think the answer is efficiency.'), which reflects authentic human rhythm rather than AI's tendency toward balanced paragraph structure. (4) The comment includes a self-aware meta-comment ('I realize that's not a regulatory proposal exactly') that signals genuine human uncertainty and self-reflection. (5) The final paragraph about the comment period timeline feels like an afterthought added organically, not a structured conclusion. (6) The argument is somewhat repetitive and circles back rather than building cleanly — a human trait. Some features that could hint at AI: the policy argument is well-organized and covers multiple dimensions (accountability, liability, workforce, regulatory framing), and the transitions are fairly smooth. However, the overall texture — the personal story, the professional context, the emotional undercurrent, the informal asides — strongly suggests a real human author, likely someone with genuine experience in patient advocacy."
SYNTH-0095,85,1,"This comment reads as genuinely human-authored for several reasons: (1) It opens with a specific, detailed personal anecdote with concrete details (St. Francis Hospital in Hartford, 11 days, cardiac step-down unit, February, 22 years of experience) that feel authentic rather than illustrative; (2) The emotional arc is natural and uneven — the writer circles back to the mother at the end in a way that feels emotionally genuine rather than rhetorically constructed; (3) The prose has real texture and variation — some sentences are long and winding, others short and punchy, without the smooth uniformity typical of AI; (4) The writer explicitly acknowledges uncertainty and limits ('I understand that's probably not realistic') in a way that feels personally calibrated rather than balanced for rhetorical effect; (5) The policy critique is specific and grounded (citing the 2019 Science study on hospital algorithms) but also personal and opinionated in tone; (6) The deskilling argument in the penultimate paragraph feels like a genuine intellectual concern the writer has been sitting with, not a comprehensive policy checklist; (7) The closing line ('she went home because a human being looked at her') is emotionally resonant and structurally satisfying in a way that could be AI, but combined with the rest of the comment feels like a real person's conclusion. Some features that could suggest AI: the comment is well-organized and covers multiple policy dimensions systematically, and the rhetoric is fairly polished. However, the personal specificity, the uneven emotional register, and the genuine argumentative voice outweigh these concerns."
SYNTH-0096,52,1,"This comment has several features that could suggest AI generation, but also strong human-like elements that create genuine ambiguity. On the AI side: 1. The opening personal anecdote transitions too smoothly into a policy argument — the narrative arc from 'my mother's hospitalization' to 'this is what worries me about the RFI' is almost perfectly constructed as a rhetorical device. 2. The comment is unusually well-organized for a public comment, with each paragraph addressing a distinct sub-argument in a logical sequence. 3. The em dash usage ('a woman who had been practicing for over twenty years — caught it') is a common AI stylistic marker. 4. The phrase 'I want to be honest that I'm not a clinician' is a classic AI hedging construction that signals epistemic humility in a formulaic way. 5. The pulse oximetry example is a well-known talking point in AI bias discussions and is deployed with textbook precision. 6. The comment ends mid-sentence, which could be a human artifact (character limit) but could also be a deliberate AI technique to simulate authenticity. On the human side: 1. The social services professional background is specific and plausible, and the observation about algorithmic override dynamics in child welfare contexts reflects genuine domain knowledge that is not commonly synthesized in AI outputs. 2. The personal anecdote about the mother is specific (Mercy General, Sacramento, February 2023, atypical PE presentation) in ways that feel authentic. 3. The tone is genuinely skeptical rather than balanced in the way AI typically tries to be. 4. The incomplete final sentence strongly suggests a human hitting a character limit. Overall, the balance of evidence is close, with the incomplete ending and specific domain knowledge tipping slightly toward human authorship."
SYNTH-0097,85,1,"The comment reads as genuinely human-authored for several reasons: it opens with a specific, personal anecdote (mother hospitalized at Mercy General in Sacramento in March 2023) with concrete, emotionally grounded detail that feels authentic rather than illustrative; the writing has an uneven, conversational rhythm with self-interruptions ('My answer, honestly, is...', 'And I'm not sure...', 'One more thing and then I'll stop'); it ends abruptly mid-sentence ('I'd expect a little more'), which is a distinctly human artifact suggesting the writer ran out of space or time, not something an AI would produce; the tone shifts naturally between personal narrative, policy critique, and frustration; the Obermeyer citation is accurate and specific (though slightly misattributed in framing); the rhetorical complaint about the RFI's framing ('The conclusion is already embedded in the question') reflects genuine critical engagement with the document rather than a balanced summary. The comment does contain some features that could suggest AI assistance — notably the organized progression through multiple policy concerns and the fairly polished paragraph structure — but the abrupt ending, the personal anecdote specificity, and the conversational asides strongly suggest a human author who may be educated and policy-aware but is writing authentically."
SYNTH-0098,82,1,"The comment reads as genuinely human-authored for several reasons: it opens with a specific personal anecdote (mother hospitalized at Piedmont Atlanta Hospital in November 2023) that grounds the argument in lived experience rather than abstract policy; the reasoning is somewhat meandering and conversational, with hedges like 'I guess' and 'I don't think' that feel authentic; the writer acknowledges complexity and contradictions in their own position ('I'm not against technology in hospitals'); the critique of the 'physician in the loop' argument is specific and practically grounded (4 minutes per patient); the reference to a Lancet Digital Health 2022 paper is cited imprecisely as a human might recall it rather than with perfect citation format; the paragraph about ambient AI documentation raises a nuanced concern about patient candor that feels like genuine personal reflection; the final ask is specific but not perfectly structured. Some features that could hint at AI include the relatively clean logical progression from personal anecdote to systemic critique, and the balanced acknowledgment of counterarguments, but these are also consistent with a thoughtful, educated human writer. The informal register, the specific hospital name, and the slightly imprecise citation all point strongly toward human authorship."
SYNTH-0099,85,1,"This comment reads as genuinely human-authored for several reasons: (1) It opens with a specific, personal anecdote about the author's mother at a named hospital (Mercy Hospital in Des Moines) with concrete details that feel authentic rather than illustrative. (2) The writing has natural hedging and self-correction ('I admit I'm less certain about exactly how this plays out,' 'I don't want to be dismissive of that argument') that reflects genuine epistemic humility rather than performed balance. (3) The comment ends abruptly mid-sentence ('than'), which is a very human artifact of running out of space or losing track — AI would almost never produce an incomplete trailing sentence. (4) The argument structure is somewhat meandering and personal rather than the clean, organized structure AI tends to produce. (5) The author references specific real-world litigation (UnitedHealth's nH Predict, class action 2023) in a way that feels like someone who has been following the news rather than generating authoritative-sounding citations. (6) The emotional core — the mother's stroke story — is used as a launching point but the author doesn't over-exploit it rhetorically, which is more human than AI. (7) The final paragraph trails off incompletely, strongly suggesting a human who hit a character limit. The main AI-like feature is the relatively polished prose and organized paragraph structure, but the incomplete ending and personal hedging outweigh this."
SYNTH-0100,38,0,"1. The opening personal anecdote (mother in ICU, specific doctor name, specific hospital, specific date) is vivid and emotionally grounded, which could indicate human authorship — but the transition from anecdote to policy argument is unusually smooth and structured, a hallmark of AI-generated text. 2. The comment is exceptionally well-organized with clear thematic sections (reimbursement, workforce, accountability, governance), each developed with near-perfect logical flow — more structured than typical public comments. 3. The rhetorical balance is suspiciously even: every concern is acknowledged with a concession ('I'm not saying AI has no place in medicine'), which is a common AI pattern to appear measured and credible. 4. The use of specific citations (ProPublica 2023, nH Predict algorithm, United Healthcare) is accurate and well-integrated — AI models often include real-world references to add credibility. 5. The sentence 'That is not something a model trained on clinical notes can do. I don't think it can even approximate it.' reads as a self-aware AI comment about AI limitations, which is a subtle but notable pattern. 6. The vocabulary and sentence construction are consistently elevated throughout — phrases like 'atrophied the habits the AI is now doing for them,' 'consent infrastructure,' and 'iterative AI updates' suggest a sophisticated writer, but the consistency never wavers, which is unusual for human writing. 7. The comment ends abruptly mid-sentence ('before'), which could indicate a human cutting off, but could also be an AI artifact or deliberate truncation to simulate authenticity. 8. The rule-of-three pattern appears multiple times: 'The vendor? The hospital that licensed the tool? The physician who clicked accept?' and 'the governance, the liability framework, the patient consent infrastructure.' 9. The overall narrative arc — personal story → systemic critique → specific policy gaps → humble conclusion — is too clean and complete for a typical public comment. 10. The phrase 'frankly the humility to admit' is a common AI hedging construction used to simulate candor."
,,,
,,,
,,,0.98
